Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,ManageStaff,DatabaseServers,PopulationOfLargestCityWithin20Miles,Gender,SalaryUSD
United States,Microsoft SQL Server,20,Full time employee,Yes,20,20K-99K (large town),Male,105000
United States,Microsoft SQL Server,20,Full time employee,No,1200,1M+ (metropolis),Male,105000
United States,Microsoft SQL Server,10,Full time employee,Yes,6,300K-1M (large city),Male,90000
United States,Microsoft SQL Server,12,Full time employee,No,1,1M+ (metropolis),Male,82000
United States,Microsoft SQL Server,8,Full time employee,No,800,1M+ (metropolis),Female,139000
Canada,Microsoft SQL Server,23,Full time employee,Yes,150,1M+ (metropolis),Male,91000
United States,Microsoft SQL Server,22,Full time employee,Yes,65,1M+ (metropolis),Male,162000
United States,Microsoft SQL Server,30,Full time employee,No,40,1M+ (metropolis),Male,85000
United States,Microsoft SQL Server,5,Full time employee,No,60,300K-1M (large city),Male,86000
United Kingdom,Microsoft SQL Server,5,Full time employee,Yes,10,1M+ (metropolis),Male,46130
United States,Microsoft SQL Server,7,Full time employee,No,20,300K-1M (large city),Male,100000
United Kingdom,Microsoft SQL Server,10,Full time employee,No,5,300K-1M (large city),Male,65000
United States,Microsoft SQL Server,19,Full time employee,No,20,1M+ (metropolis),Male,115000
United States,Microsoft SQL Server,2,Full time employee,No,15000,20K-99K (large town),Male,60000
United Kingdom,Microsoft SQL Server,16,Full time employee,No,12,1M+ (metropolis),Male,67800
United States,Microsoft SQL Server,22,Full time employee,No,200,1M+ (metropolis),Male,100500
United States,Microsoft SQL Server,7,Full time employee,No,16,20K-99K (large town),Male,95000
United Kingdom,Microsoft SQL Server,12,Full time employee,No,4,1M+ (metropolis),Male,72000
India,Microsoft SQL Server,10,Full time employee,No,10,1M+ (metropolis),Male,20000
India,Microsoft SQL Server,7,Full time employee,Yes,3500,100K-299K (city),Male,9546
United States,Microsoft SQL Server,25,Full time employee,No,10,1M+ (metropolis),Male,123000
United States,Microsoft SQL Server,4,Full time employee,No,15,20K-99K (large town),Male,47840
United States,Microsoft SQL Server,13,Full time employee,Yes,40,100K-299K (city),Male,104000
United States,Microsoft SQL Server,19,Full time employee,No,500,100K-299K (city),Male,112000
United States,Microsoft SQL Server,3,Full time employee,No,6,100K-299K (city),Male,85000
United States,Microsoft SQL Server,13,Full time employee of a consulting/contracting company,No,1,300K-1M (large city),Female,104000
United States,Microsoft SQL Server,8,Full time employee,Yes,20,1M+ (metropolis),Male,120000
United States,Microsoft SQL Server,24,Full time employee,No,20,1M+ (metropolis),Male,150000
United Kingdom,Microsoft SQL Server,15,Full time employee,No,12,100K-299K (city),Male,160000
Canada,Microsoft SQL Server,1,Full time employee,No,2,300K-1M (large city),Male,35000
United States,Microsoft SQL Server,17,Full time employee,No,95,100K-299K (city),Male,126000
United States,Microsoft SQL Server,24,Full time employee,Yes,300,1M+ (metropolis),Male,264000
United States,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,Yes,50,1M+ (metropolis),Male,160000
United States,Microsoft SQL Server,10,Full time employee,No,47,300K-1M (large city),Male,80000
United States,Microsoft SQL Server,10,Full time employee,No,200,1M+ (metropolis),Male,110000
United States,Microsoft SQL Server,7,Full time employee,No,10,300K-1M (large city),Male,98000
United Kingdom,Microsoft SQL Server,2,Full time employee,No,40,100K-299K (city),Male,36221
United States,Microsoft SQL Server,6,Full time employee,No,5,1M+ (metropolis),Male,101000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,No,9,300K-1M (large city),Male,123600
United States,Microsoft SQL Server,9,Full time employee,No,5,300K-1M (large city),Male,82000
United States,Microsoft SQL Server,13,Full time employee,Yes,12,100K-299K (city),Male,135000
United States,Microsoft SQL Server,22,Full time employee,No,800,100K-299K (city),Female,110000
United States,Microsoft SQL Server,25,Full time employee,No,10,1M+ (metropolis),Female,120000
United States,Microsoft SQL Server,20,Full time employee,No,100,300K-1M (large city),Female,135000
Sweden,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,No,300,100K-299K (city),Male,49500
United Kingdom,Azure SQL DB,1,Full time employee,Yes,0,100K-299K (city),Male,204000
United States,Microsoft SQL Server,5,Full time employee,No,5,100K-299K (city),Male,90000
United States,Microsoft SQL Server,7,Full time employee,No,50,100K-299K (city),Male,77000
United States,Microsoft SQL Server,7,Full time employee,No,40,100K-299K (city),Male,93567
Slovakia,Microsoft SQL Server,5,Full time employee,No,3,300K-1M (large city),Male,35000
United States,Microsoft SQL Server,15,Full time employee,No,1,300K-1M (large city),Prefer not to say,97000
United States,Microsoft SQL Server,7,Full time employee,No,20,1M+ (metropolis),Male,120000
Switzerland,Oracle,4,Full time employee of a consulting/contracting company,No,1000,300K-1M (large city),Male,106486
United States,Microsoft SQL Server,5,Full time employee,No,1,1M+ (metropolis),Male,125000
United States,Microsoft SQL Server,2,Full time employee,No,5,300K-1M (large city),Male,48000
Denmark,Microsoft SQL Server,4,Full time employee,No,3,1M+ (metropolis),Male,85500
United States,Microsoft SQL Server,7,Full time employee,No,25,300K-1M (large city),Male,95000
United States,Microsoft SQL Server,10,Full time employee,No,25,1M+ (metropolis),Male,125000
United States,Microsoft SQL Server,13,Full time employee,No,60,300K-1M (large city),Male,135000
United States,Microsoft SQL Server,20,Full time employee,No,15,100K-299K (city),Male,108000
United States,Microsoft SQL Server,20,Full time employee,Yes,25,300K-1M (large city),Male,132000
United States,Microsoft SQL Server,1,Full time employee of a consulting/contracting company,No,250,1M+ (metropolis),Male,45760
United States,Other,1,Full time employee,Yes,500,300K-1M (large city),Male,320000
Canada,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",No,100,1M+ (metropolis),Male,175000
United States,Microsoft SQL Server,18,Full time employee,No,100,1M+ (metropolis),Male,140000
United States,Microsoft SQL Server,21,Full time employee,No,50,300K-1M (large city),Male,120000
United States,Microsoft SQL Server,1,Full time employee,No,4,100K-299K (city),Male,80000
United States,Microsoft SQL Server,10,Full time employee,No,25,300K-1M (large city),Male,92500
United States,Microsoft SQL Server,7,Full time employee,No,20,1M+ (metropolis),Male,135000
Austria,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",No,5,1M+ (metropolis),Male,80000
United States,Microsoft SQL Server,14,Full time employee of a consulting/contracting company,No,25,300K-1M (large city),Male,115000
United States,Microsoft SQL Server,10,Full time employee,No,25,20K-99K (large town),Male,52000
United States,Microsoft SQL Server,12,Full time employee,No,470,1M+ (metropolis),Male,118000
United States,Microsoft SQL Server,20,Full time employee,No,167,1M+ (metropolis),Male,122000
United States,Microsoft SQL Server,13,Full time employee,No,2500,1M+ (metropolis),Male,145000
Ireland,Microsoft SQL Server,18,Full time employee,Yes,1,1M+ (metropolis),Male,135000
United States,Microsoft SQL Server,15,Full time employee,Yes,200,300K-1M (large city),Male,130000
Canada,Microsoft SQL Server,14,Full time employee,No,28,300K-1M (large city),Male,65700
United States,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",No,5,1M+ (metropolis),Male,545000
United States,Microsoft SQL Server,15,Full time employee,Yes,20,1M+ (metropolis),Male,155000
Netherlands,Microsoft SQL Server,15,Full time employee,No,2,100K-299K (city),Male,63000
United States,Microsoft SQL Server,18,Full time employee,No,15,100K-299K (city),Male,135000
United States,Microsoft SQL Server,7,Full time employee,Yes,2,1M+ (metropolis),Male,94000
Romania,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,No,10,"<= 20,000 (town)",Male,42000
United States,Microsoft SQL Server,11,Full time employee of a consulting/contracting company,No,25,300K-1M (large city),Male,140000
United States,Microsoft SQL Server,18,Full time employee,Yes,10,300K-1M (large city),Male,115000
United States,Microsoft SQL Server,18,Full time employee,No,3,1M+ (metropolis),Male,110000
United States,Microsoft SQL Server,11,Full time employee,No,10,1M+ (metropolis),Male,86000
United States,Microsoft SQL Server,7,Full time employee,No,320,300K-1M (large city),Male,93000
United States,Microsoft SQL Server,9,Full time employee,No,15,"<= 20,000 (town)",Male,106000
Israel,Microsoft SQL Server,10,Full time employee,No,60,300K-1M (large city),Male,110000
United States,Microsoft SQL Server,13,Full time employee,Yes,12,100K-299K (city),Male,135000
United States,Microsoft SQL Server,20,Full time employee,No,20,"<= 20,000 (town)",Male,150000
United Kingdom,Microsoft SQL Server,10,Full time employee,No,10,20K-99K (large town),Male,66000
United States,Microsoft SQL Server,12,Full time employee,No,15,1M+ (metropolis),Male,220000
United States,Microsoft SQL Server,15,Full time employee,No,3,100K-299K (city),Male,90000
United States,Microsoft SQL Server,8,Full time employee,No,200,100K-299K (city),Male,115000
Brazil,Microsoft SQL Server,7,Full time employee,No,5,1M+ (metropolis),Male,23300
Qatar,PostgreSQL,6,Full time employee,Yes,30,300K-1M (large city),Male,93698
United States,Microsoft SQL Server,5,Full time employee,No,50,100K-299K (city),Male,75000
United States,Microsoft SQL Server,7,Full time employee,Yes,6,20K-99K (large town),Male,90000
United States,Microsoft SQL Server,13,"Independent consultant, contractor, freelancer,  or company owner",No,9,1M+ (metropolis),Male,195000
United Kingdom,Microsoft SQL Server,18,Full time employee,No,68,300K-1M (large city),Female,45000
United Kingdom,Microsoft SQL Server,6,Full time employee,Yes,80,1M+ (metropolis),Male,59288
United States,Microsoft SQL Server,3,Full time employee,No,15,100K-299K (city),Male,75700
United States,Microsoft SQL Server,10,Full time employee,No,4,300K-1M (large city),Male,130000
United States,Microsoft SQL Server,15,Full time employee,No,600,300K-1M (large city),Male,150000
Canada,Microsoft SQL Server,19,Full time employee,No,20,300K-1M (large city),Male,84500
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,No,100,100K-299K (city),Female,130000
Portugal,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,Yes,5,300K-1M (large city),Male,40000
Hungary,Microsoft SQL Server,3,Full time employee,No,1000,20K-99K (large town),Male,32000
Hungary,Microsoft SQL Server,3,Full time employee,No,1000,20K-99K (large town),Male,32000
United States,Microsoft SQL Server,5,Full time employee,No,1,100K-299K (city),Male,58500
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,No,500,100K-299K (city),Male,132000
United Kingdom,Microsoft SQL Server,10,Full time employee,No,125,1M+ (metropolis),Male,69500
United States,Microsoft SQL Server,9,Full time employee,No,67,100K-299K (city),Male,107000
United States,Microsoft SQL Server,8,Full time employee,No,185,300K-1M (large city),Male,101500
United States,Microsoft SQL Server,16,Full time employee,No,20,1M+ (metropolis),Male,123000
United States,Microsoft SQL Server,15,Full time employee,No,25,100K-299K (city),Male,105000
Germany,Microsoft SQL Server,7,Full time employee,No,8,1M+ (metropolis),Male,66000
Netherlands,Microsoft SQL Server,13,Part time,No,10,300K-1M (large city),Female,81200
United Kingdom,Microsoft SQL Server,3,Full time employee,No,100,1M+ (metropolis),Male,60300
Germany,Microsoft SQL Server,15,Full time employee,Yes,36,1M+ (metropolis),Male,96700
Czech Republic,Microsoft SQL Server,13,Full time employee,No,5000,1M+ (metropolis),Male,53000
Sweden,Microsoft SQL Server,13,Full time employee,No,8,1M+ (metropolis),Male,65000
Poland,Microsoft SQL Server,8,Full time employee,No,1200,300K-1M (large city),Male,47000
Australia,Microsoft SQL Server,4,"Independent consultant, contractor, freelancer,  or company owner",No,2,1M+ (metropolis),Male,100000
Australia,Microsoft SQL Server,14,Full time employee,No,4000,1M+ (metropolis),Male,80000
New Zealand,Microsoft SQL Server,8,Full time employee,No,8,300K-1M (large city),Male,68000
United States,Microsoft SQL Server,12,Full time employee,No,20,1M+ (metropolis),Female,96000
United States,Microsoft SQL Server,12,Full time employee,No,75,20K-99K (large town),Male,88000
United States,Microsoft SQL Server,4,Full time employee,No,20,100K-299K (city),Male,97000
United States,Microsoft SQL Server,15,Full time employee,No,15,300K-1M (large city),Female,118000
United States,Microsoft SQL Server,13,Full time employee,No,1800,1M+ (metropolis),Male,131500
United States,Microsoft SQL Server,20,Full time employee,No,200,300K-1M (large city),Male,97500
United States,Microsoft SQL Server,11,Full time employee,No,8,20K-99K (large town),Male,130000
United States,Microsoft SQL Server,10,Full time employee,No,192,1M+ (metropolis),Male,145000
Canada,Microsoft SQL Server,20,Full time employee,No,45,300K-1M (large city),Male,100000
United States,Microsoft SQL Server,20,Full time employee,Yes,40,1M+ (metropolis),Male,160000
United States,Microsoft SQL Server,12,Full time employee,Yes,50,100K-299K (city),Male,102000
United States,Microsoft SQL Server,15,Full time employee,No,350,20K-99K (large town),Female,103000
United States,Microsoft SQL Server,19,Full time employee,No,1000,1M+ (metropolis),Male,134000
Jersey,Microsoft SQL Server,6,Full time employee,No,30,20K-99K (large town),Male,63000
United States,Microsoft SQL Server,15,Full time employee,Yes,1000,100K-299K (city),Male,92000
United States,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",No,12,300K-1M (large city),Male,120000
Netherlands,Microsoft SQL Server,15,Full time employee,Yes,55,300K-1M (large city),Male,62000
